Hello! Welcome to the world of QE Quality Control! Minimum area for a real peak: 1000. RT flexibility: 0.4. Blank can be this fraction of a sample: 0.3. S/N ratio: 4. Parts per million flexibility: 7. Processed on: 2019-11-04 09:26:21. 
"Replicate.Name","Mass.Feature","Retention.Time","Area","Background","Height","Mass.Error.PPM","Column","SN.Flag","area.min.Flag","ppm.Flag","RT.Flag","blank.Flag","all.Flags","Area.with.QC"
"180205_Smp_L1C33DCMplus10m_A","Gluconic Acid",10.77,64289,130548,"10626",1.3,"HILICNeg","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",64289
"180205_Smp_L1C33DCMplus10m_B","Gluconic Acid",7.73,51444,0,"46811",0.8,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",51444
"180205_Smp_L1C33DCMplus10m_C","Gluconic Acid",10.56,11692,0,"9743",0.8,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",11692
"180205_Smp_L1C33DCMplus20m_A","Gluconic Acid",11.43,36304,0,"35311",1.7,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",36304
"180205_Smp_L1C33DCMplus20m_B","Gluconic Acid",4.31,54518,0,"54346",0.8,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",54518
"180205_Smp_L1C33DCMplus20m_C","Gluconic Acid",11.2,19289,0,"18762",0.4,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",19289
"180205_Smp_L2C1DCMless10m_A","Gluconic Acid",10.86,10928,0,"11100",0,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",10928
"180205_Smp_L2C1DCMless10m_B","Gluconic Acid",11.9,82815,0,"48427",1.3,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",82815
"180205_Smp_L2C1DCMless10m_C","Gluconic Acid",11.87,51598,0,"30011",3.7,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",51598
"180205_Smp_L2C1DCMless20m_A","Gluconic Acid",11.03,153970,172041,"28905",1.1,"HILICNeg","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",153970
"180205_Smp_L2C1DCMless20m_B","Gluconic Acid",20.56,55885,0,"44045",4.1,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",55885
"180205_Smp_L2C1DCMless20m_C","Gluconic Acid",11.34,39581,0,"23632",2,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",39581
"180205_Smp_L2C2DCM_A","Gluconic Acid",11.47,108753,0,"45246",0.5,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",108753
"180205_Smp_L2C2DCM_B","Gluconic Acid",11.49,50376,0,"39650",5.3,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",50376
"180205_Smp_L2C2DCM_C","Gluconic Acid",4.16,57836,0,"48897",5.1,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",57836
"180205_Smp_L2C2DCMplus10m_A","Gluconic Acid",10.71,135315,189039,"12939",1.5,"HILICNeg","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",135315
"180205_Smp_L2C2DCMplus10m_B","Gluconic Acid",11.57,47754,0,"30048",1.6,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",47754
"180205_Smp_L2C2DCMplus10m_C","Gluconic Acid",10.66,9517,0,"7943",1.2,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",9517
"180205_Smp_L2C2DCMplus20m_A","Gluconic Acid",10.77,34821,51367,"9177",1.5,"HILICNeg","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",34821
"180205_Smp_L2C2DCMplus20m_B","Gluconic Acid",10.91,7876,0,"6143",1.5,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",7876
"180205_Smp_L2C2DCMplus20m_C","Gluconic Acid",10.3,35019,0,"14775",1.8,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",35019
"180205_Std_4uMStdsInH2O_1","Isethionic Acid",7.79,186185408,560509,"13271696",-3.8,"HILICNeg",NA,NA,NA,NA,NA,"",186185408
"180205_Std_4uMStdsInH2O_2","Isethionic Acid",7.19,302747424,0,"16031608",-4.2,"HILICNeg",NA,NA,NA,NA,NA,"",302747424
"180205_Std_4uMStdsInMatrix_1","Isethionic Acid",7.76,216527856,0,"8294314",-3.5,"HILICNeg",NA,NA,NA,NA,NA,"",216527856
"180205_Std_4uMStdsInMatrix_2","Isethionic Acid",7.25,299755040,2318117,"11430781",-4,"HILICNeg",NA,NA,NA,NA,NA,"",299755040
"180205_Blk_MQBlk_1","Isethionic Acid",7.77,1096225,0,"110262",-3.1,"HILICNeg",NA,NA,NA,NA,NA,"",1096225
"180205_Blk_MQBlk_2","Isethionic Acid",7.68,227505,0,"62623",-2.4,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",227505
"180205_Blk_MQBlk_3","Isethionic Acid",7.45,497497,0,"94030",-2.9,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",497497
"180205_Blk_SWBlk_1","Isethionic Acid",8.02,258879,0,"50931",-2.6,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",258879
"180205_Blk_SWBlk_2","Isethionic Acid",7.56,52607,0,"32662",-1.8,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",52607
"180205_Blk_SWBlk_3","Isethionic Acid",7.43,249853,0,"55745",-1.9,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",249853
"180205_Poo_Sept29QC_1","Isethionic Acid",7.76,22161494,0,"720130",-3.6,"HILICNeg",NA,NA,NA,NA,NA,"",22161494
"180205_Poo_Sept29QC_2","Isethionic Acid",7.72,8861772,0,"379350",-3.6,"HILICNeg",NA,NA,NA,NA,NA,"",8861772
"180205_Poo_Sept29QC_3","Isethionic Acid",7.62,16478489,0,"671682",-3.9,"HILICNeg",NA,NA,NA,NA,NA,"",16478489
"180205_Poo_Sept29QC_4","Isethionic Acid",7.77,9681719,0,"365690",-3.8,"HILICNeg",NA,NA,NA,NA,NA,"",9681719
"180205_Poo_TruePoo_Full1","Isethionic Acid",7.91,64492124,0,"2335471",-3.5,"HILICNeg",NA,NA,NA,NA,NA,"",64492124
"180205_Poo_TruePoo_Full2","Isethionic Acid",7.87,37901876,0,"1553660",-3.6,"HILICNeg",NA,NA,NA,NA,NA,"",37901876
"180205_Poo_TruePoo_Full3","Isethionic Acid",7.45,84765424,0,"3409330",-4.4,"HILICNeg",NA,NA,NA,NA,NA,"",84765424
"180205_Poo_TruePoo_Half1","Isethionic Acid",7.85,30948256,0,"1403627",-3.5,"HILICNeg",NA,NA,NA,NA,NA,"",30948256
"180205_Poo_TruePoo_Half2","Isethionic Acid",7.83,18328448,0,"853731",-3.8,"HILICNeg",NA,NA,NA,NA,NA,"",18328448
"180205_Poo_TruePoo_Half3","Isethionic Acid",7.59,32228672,0,"1506405",-3.7,"HILICNeg",NA,NA,NA,NA,NA,"",32228672
"180205_Smp_L1C32DCMless10m_A","Isethionic Acid",7.94,71653216,0,"2700309",-3.4,"HILICNeg",NA,NA,NA,NA,NA,"",71653216
"180205_Smp_L1C32DCMless10m_B","Isethionic Acid",7.66,75895080,0,"3091909",-3.5,"HILICNeg",NA,NA,NA,NA,NA,"",75895080
"180205_Smp_L1C32DCMless10m_C","Isethionic Acid",7.46,109237896,1062112,"3846033",-3.9,"HILICNeg",NA,NA,NA,NA,NA,"",109237896
"180205_Smp_L1C32DCMless20m_A","Isethionic Acid",7.83,61670828,0,"2167747",-3.5,"HILICNeg",NA,NA,NA,NA,NA,"",61670828
"180205_Smp_L1C32DCMless20m_B","Isethionic Acid",7.66,106049744,0,"4074118",-3.7,"HILICNeg",NA,NA,NA,NA,NA,"",106049744
"180205_Smp_L1C32DCMless20m_C","Isethionic Acid",7.4,157729008,0,"5034382",-3.9,"HILICNeg",NA,NA,NA,NA,NA,"",157729008
"180205_Smp_L1C33DCM_A","Isethionic Acid",7.88,62595488,0,"2147760",-3.5,"HILICNeg",NA,NA,NA,NA,NA,"",62595488
"180205_Smp_L1C33DCM_B","Isethionic Acid",7.7,76643720,0,"2880448",-3.5,"HILICNeg",NA,NA,NA,NA,NA,"",76643720
"180205_Smp_L1C33DCM_C","Isethionic Acid",7.68,85750856,414818,"3092858",-4.4,"HILICNeg",NA,NA,NA,NA,NA,"",85750856
"180205_Smp_L1C33DCMplus10m_A","Isethionic Acid",8.25,111901352,362949,"3544595",-3.4,"HILICNeg",NA,NA,NA,NA,NA,"",111901352
"180205_Smp_L1C33DCMplus10m_B","Isethionic Acid",7.63,108435912,0,"4331802",-3.6,"HILICNeg",NA,NA,NA,NA,NA,"",108435912
"180205_Smp_L1C33DCMplus10m_C","Isethionic Acid",7.4,173406896,154526,"6229713",-3.8,"HILICNeg",NA,NA,NA,NA,NA,"",173406896
"180205_Smp_L1C33DCMplus20m_A","Isethionic Acid",7.88,68407664,0,"2443662",-3.4,"HILICNeg",NA,NA,NA,NA,NA,"",68407664
"180205_Smp_L1C33DCMplus20m_B","Isethionic Acid",7.57,76786960,0,"2888242",-3.8,"HILICNeg",NA,NA,NA,NA,NA,"",76786960
"180205_Smp_L1C33DCMplus20m_C","Isethionic Acid",7.5,105054120,0,"4121666",-3.9,"HILICNeg",NA,NA,NA,NA,NA,"",105054120
"180205_Smp_L2C1DCMless10m_A","Isethionic Acid",7.82,12360077,0,"489397",-3.2,"HILICNeg",NA,NA,NA,NA,NA,"",12360077
"180205_Smp_L2C1DCMless10m_B","Isethionic Acid",7.69,22770098,0,"889995",-3.8,"HILICNeg",NA,NA,NA,NA,NA,"",22770098
"180205_Smp_L2C1DCMless10m_C","Isethionic Acid",7.39,33243560,0,"1215342",-3.9,"HILICNeg",NA,NA,NA,NA,NA,"",33243560
"180205_Smp_L2C1DCMless20m_A","Isethionic Acid",7.8,34921432,0,"1200385",-3.6,"HILICNeg",NA,NA,NA,NA,NA,"",34921432
"180205_Smp_L2C1DCMless20m_B","Isethionic Acid",7.65,18782382,0,"804156",-3.7,"HILICNeg",NA,NA,NA,NA,NA,"",18782382
"180205_Smp_L2C1DCMless20m_C","Isethionic Acid",7.48,24779470,0,"1069226",-3.9,"HILICNeg",NA,NA,NA,NA,NA,"",24779470
"180205_Smp_L2C2DCM_A","Isethionic Acid",7.9,22096978,0,"825740",-3.8,"HILICNeg",NA,NA,NA,NA,NA,"",22096978
"180205_Smp_L2C2DCM_B","Isethionic Acid",7.62,67524344,0,"2583857",-3.7,"HILICNeg",NA,NA,NA,NA,NA,"",67524344
"180205_Smp_L2C2DCM_C","Isethionic Acid",7.4,44424392,0,"1669767",-3.8,"HILICNeg",NA,NA,NA,NA,NA,"",44424392
"180205_Smp_L2C2DCMplus10m_A","Isethionic Acid",7.95,23879700,0,"1034149",-3.6,"HILICNeg",NA,NA,NA,NA,NA,"",23879700
"180205_Smp_L2C2DCMplus10m_B","Isethionic Acid",7.77,24968150,0,"1075406",-3.6,"HILICNeg",NA,NA,NA,NA,NA,"",24968150
"180205_Smp_L2C2DCMplus10m_C","Isethionic Acid",7.34,55403064,0,"1995801",-4,"HILICNeg",NA,NA,NA,NA,NA,"",55403064
"180205_Smp_L2C2DCMplus20m_A","Isethionic Acid",7.85,21849020,0,"896521",-3.6,"HILICNeg",NA,NA,NA,NA,NA,"",21849020
"180205_Smp_L2C2DCMplus20m_B","Isethionic Acid",7.54,39922388,0,"1499053",-3.6,"HILICNeg",NA,NA,NA,NA,NA,"",39922388
"180205_Smp_L2C2DCMplus20m_C","Isethionic Acid",7.27,32955022,0,"1291784",-4.3,"HILICNeg",NA,NA,NA,NA,NA,"",32955022
"180205_Std_4uMStdsInH2O_1","Ketoglutaric Acid",13.08,55349832,50535,"4082086",-2.5,"HILICNeg",NA,NA,NA,NA,NA,"",55349832
"180205_Std_4uMStdsInH2O_2","Ketoglutaric Acid",12.91,23701870,0,"1641398",-2.6,"HILICNeg",NA,NA,NA,NA,NA,"",23701870
"180205_Std_4uMStdsInMatrix_1","Ketoglutaric Acid",13.1,54376540,0,"3371705",-2,"HILICNeg",NA,NA,NA,NA,NA,"",54376540
"180205_Std_4uMStdsInMatrix_2","Ketoglutaric Acid",13.06,20085964,0,"962294",-2.7,"HILICNeg",NA,NA,NA,NA,NA,"",20085964
"180205_Blk_MQBlk_1","Ketoglutaric Acid",12.79,0,0,"0",NA,"HILICNeg",NA,"area.min.Flag",NA,NA,"blank.Flag","area.min.Flag, blank.Flag",NA
"180205_Blk_MQBlk_2","Ketoglutaric Acid",11.38,49416,0,"46770",1.5,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",49416
"180205_Blk_MQBlk_3","Ketoglutaric Acid",11.78,56849,0,"51405",2.7,"HILICNeg",NA,NA,NA,NA,NA,"",56849
"180205_Blk_SWBlk_1","Ketoglutaric Acid",11.76,0,0,"0",NA,"HILICNeg",NA,"area.min.Flag",NA,NA,"blank.Flag","area.min.Flag, blank.Flag",NA
"180205_Blk_SWBlk_2","Ketoglutaric Acid",11.46,0,0,"0",NA,"HILICNeg",NA,"area.min.Flag",NA,NA,"blank.Flag","area.min.Flag, blank.Flag",NA
"180205_Blk_SWBlk_3","Ketoglutaric Acid",12.99,0,0,"0",NA,"HILICNeg",NA,"area.min.Flag",NA,NA,"blank.Flag","area.min.Flag, blank.Flag",NA
"180205_Poo_Sept29QC_1","Ketoglutaric Acid",13.24,3215591,0,"284065",-2.2,"HILICNeg",NA,NA,NA,NA,NA,"",3215591
"180205_Poo_Sept29QC_2","Ketoglutaric Acid",13.44,97299,0,"42380",-0.4,"HILICNeg",NA,NA,NA,NA,NA,"",97299
"180205_Poo_Sept29QC_3","Ketoglutaric Acid",13.36,391537,0,"60453",-2,"HILICNeg",NA,NA,NA,NA,NA,"",391537
"180205_Poo_Sept29QC_4","Ketoglutaric Acid",13.4,313317,0,"72097",-0.8,"HILICNeg",NA,NA,NA,NA,NA,"",313317
"180205_Poo_TruePoo_Full1","Ketoglutaric Acid",13.25,1223959,0,"122341",-2.1,"HILICNeg",NA,NA,NA,NA,NA,"",1223959
"180205_Poo_TruePoo_Full2","Ketoglutaric Acid",13.48,47367,0,"32731",-1.7,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",47367
"180205_Poo_TruePoo_Full3","Ketoglutaric Acid",13.17,0,0,"0",NA,"HILICNeg",NA,"area.min.Flag",NA,NA,"blank.Flag","area.min.Flag, blank.Flag",NA
"180205_Poo_TruePoo_Half1","Ketoglutaric Acid",10.81,8685,0,"7269",1.5,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",8685
"180205_Poo_TruePoo_Half2","Ketoglutaric Acid",1.43,213965,0,"70177",5.7,"HILICNeg",NA,NA,NA,NA,NA,"",213965
"180205_Poo_TruePoo_Half3","Ketoglutaric Acid",13,53426,0,"48709",-0.5,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",53426
"180205_Smp_L1C32DCMless10m_A","Ketoglutaric Acid",13.52,1642270,0,"99422",-1.4,"HILICNeg",NA,NA,NA,NA,NA,"",1642270
"180205_Smp_L1C32DCMless10m_B","Ketoglutaric Acid",11,9771,0,"9919",0.1,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",9771
"180205_Smp_L1C32DCMless10m_C","Ketoglutaric Acid",12.07,37355,0,"21849",-4,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",37355
"180205_Smp_L1C32DCMless20m_A","Ketoglutaric Acid",11.75,36202,0,"21995",0.2,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",36202
"180205_Smp_L1C32DCMless20m_B","Ketoglutaric Acid",13.26,44309,0,"29987",-1,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",44309
"180205_Smp_L1C32DCMless20m_C","Ketoglutaric Acid",13.22,147229,0,"43665",-1.1,"HILICNeg",NA,NA,NA,NA,NA,"",147229
"180205_Smp_L1C33DCM_A","Ketoglutaric Acid",13.25,107066,0,"31782",-1.2,"HILICNeg",NA,NA,NA,NA,NA,"",107066
"180205_Smp_L1C33DCM_B","Ketoglutaric Acid",9.74,31775,0,"31689",6.5,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",31775
"180205_Smp_L1C33DCM_C","Ketoglutaric Acid",13.19,44502,0,"35402",-0.7,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",44502
"180205_Smp_L1C33DCMplus10m_A","Ketoglutaric Acid",13.24,1711909,0,"129094",-1.9,"HILICNeg",NA,NA,NA,NA,NA,"",1711909
"180205_Smp_L1C33DCMplus10m_B","Ketoglutaric Acid",10.95,7953,0,"5805",0.4,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",7953
"180205_Smp_L1C33DCMplus10m_C","Ketoglutaric Acid",12.97,57970,0,"34239",-0.8,"HILICNeg",NA,NA,NA,NA,NA,"",57970
"180205_Smp_L1C33DCMplus20m_A","Ketoglutaric Acid",8.21,45429,0,"47795",0.2,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",45429
"180205_Smp_L1C33DCMplus20m_B","Ketoglutaric Acid",13.19,60040,0,"62730",-1.4,"HILICNeg",NA,NA,NA,NA,NA,"",60040
"180205_Smp_L1C33DCMplus20m_C","Ketoglutaric Acid",13.17,45980,0,"39478",0.6,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",45980
"180205_Smp_L2C1DCMless10m_A","Ketoglutaric Acid",9.68,41583,0,"32717",1.4,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",41583
"180205_Smp_L2C1DCMless10m_B","Ketoglutaric Acid",13.36,107338,0,"57176",-0.8,"HILICNeg",NA,NA,NA,NA,NA,"",107338
"180205_Smp_L2C1DCMless10m_C","Ketoglutaric Acid",11.38,30330,0,"23461",5.8,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",30330
"180205_Smp_L2C1DCMless20m_A","Ketoglutaric Acid",13.29,1519440,0,"127074",-1.9,"HILICNeg",NA,NA,NA,NA,NA,"",1519440
"180205_Smp_L2C1DCMless20m_B","Ketoglutaric Acid",13.25,105892,0,"41753",0.1,"HILICNeg",NA,NA,NA,NA,NA,"",105892
"180205_Smp_L2C1DCMless20m_C","Ketoglutaric Acid",13.11,49803,0,"32042",-0.9,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",49803
"180205_Smp_L2C2DCM_A","Ketoglutaric Acid",13.33,37137,0,"24847",-1,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",37137
"180205_Smp_L2C2DCM_B","Ketoglutaric Acid",15.77,46922,0,"29604",2.7,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",46922
"180205_Smp_L2C2DCM_C","Ketoglutaric Acid",13.22,106965,0,"53789",-1.3,"HILICNeg",NA,NA,NA,NA,NA,"",106965
"180205_Smp_L2C2DCMplus10m_A","Ketoglutaric Acid",13.21,605153,0,"72095",-2.3,"HILICNeg",NA,NA,NA,NA,NA,"",605153
"180205_Smp_L2C2DCMplus10m_B","Ketoglutaric Acid",1.96,63544,0,"51627",5.4,"HILICNeg",NA,NA,NA,NA,NA,"",63544
"180205_Smp_L2C2DCMplus10m_C","Ketoglutaric Acid",12.99,45899,0,"25112",-3,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",45899
"180205_Smp_L2C2DCMplus20m_A","Ketoglutaric Acid",11.36,44280,0,"44373",-1.6,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",44280
"180205_Smp_L2C2DCMplus20m_B","Ketoglutaric Acid",18.33,40278,0,"25627",2.9,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",40278
"180205_Smp_L2C2DCMplus20m_C","Ketoglutaric Acid",6.85,51191,0,"46367",4.5,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",51191
"180205_Std_4uMStdsInH2O_1","Lipoic Acid",2.26,25949946,0,"4563769",1,"HILICNeg",NA,NA,NA,NA,NA,"",25949946
"180205_Std_4uMStdsInH2O_2","Lipoic Acid",2.19,26578850,0,"2421577",0.7,"HILICNeg",NA,NA,NA,NA,NA,"",26578850
"180205_Std_4uMStdsInMatrix_1","Lipoic Acid",2.26,20263406,0,"3317785",1.2,"HILICNeg",NA,NA,NA,NA,NA,"",20263406
"180205_Std_4uMStdsInMatrix_2","Lipoic Acid",2.17,26057134,0,"2471796",0.9,"HILICNeg",NA,NA,NA,NA,NA,"",26057134
"180205_Blk_MQBlk_1","Lipoic Acid",7.63,0,0,"0",NA,"HILICNeg",NA,"area.min.Flag",NA,NA,"blank.Flag","area.min.Flag, blank.Flag",NA
"180205_Blk_MQBlk_2","Lipoic Acid",8.44,0,0,"0",NA,"HILICNeg",NA,"area.min.Flag",NA,NA,"blank.Flag","area.min.Flag, blank.Flag",NA
"180205_Blk_MQBlk_3","Lipoic Acid",8.31,48987,0,"49770",8.6,"HILICNeg",NA,NA,"ppm.Flag",NA,NA,"ppm.Flag, ",48987
"180205_Blk_SWBlk_1","Lipoic Acid",8.48,0,0,"0",NA,"HILICNeg",NA,"area.min.Flag",NA,NA,"blank.Flag","area.min.Flag, blank.Flag",NA
"180205_Blk_SWBlk_2","Lipoic Acid",8.43,0,0,"0",NA,"HILICNeg",NA,"area.min.Flag",NA,NA,"blank.Flag","area.min.Flag, blank.Flag",NA
"180205_Blk_SWBlk_3","Lipoic Acid",8.18,0,0,"0",NA,"HILICNeg",NA,"area.min.Flag",NA,NA,"blank.Flag","area.min.Flag, blank.Flag",NA
"180205_Poo_Sept29QC_1","Lipoic Acid",11.52,52091,0,"36815",-1.3,"HILICNeg",NA,NA,NA,NA,NA,"",52091
"180205_Poo_Sept29QC_2","Lipoic Acid",0.07,40174,0,"23743",2.8,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",40174
"180205_Poo_Sept29QC_3","Lipoic Acid",13.03,37799,0,"34118",-1,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",37799
"180205_Poo_Sept29QC_4","Lipoic Acid",0.09,187407,0,"91854",3.1,"HILICNeg",NA,NA,NA,NA,NA,"",187407
"180205_Poo_TruePoo_Full1","Lipoic Acid",1.29,53867,0,"52174",2.9,"HILICNeg",NA,NA,NA,NA,NA,"",53867
"180205_Poo_TruePoo_Full2","Lipoic Acid",0.1,35218,0,"19891",2.1,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",35218
"180205_Poo_TruePoo_Full3","Lipoic Acid",8.29,51458,0,"44751",1.5,"HILICNeg",NA,NA,NA,NA,NA,"",51458
"180205_Poo_TruePoo_Half1","Lipoic Acid",0.11,106210,0,"51243",3.3,"HILICNeg",NA,NA,NA,NA,NA,"",106210
"180205_Poo_TruePoo_Half2","Lipoic Acid",1.44,78310,0,"56385",1.9,"HILICNeg",NA,NA,NA,NA,NA,"",78310
"180205_Poo_TruePoo_Half3","Lipoic Acid",16.32,48843,0,"46688",1.8,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",48843
"180205_Smp_L1C32DCMless10m_A","Lipoic Acid",NA,NA,NA,"#N/A",NA,"HILICNeg",NA,NA,NA,NA,NA,"",NA
"180205_Smp_L1C32DCMless10m_B","Lipoic Acid",NA,NA,NA,"#N/A",NA,"HILICNeg",NA,NA,NA,NA,NA,"",NA
"180205_Smp_L1C32DCMless10m_C","Lipoic Acid",3.92,61449,0,"54061",0.4,"HILICNeg",NA,NA,NA,NA,NA,"",61449
"180205_Smp_L1C32DCMless20m_A","Lipoic Acid",7.61,42876,0,"29429",1.7,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",42876
"180205_Smp_L1C32DCMless20m_B","Lipoic Acid",NA,NA,NA,"#N/A",NA,"HILICNeg",NA,NA,NA,NA,NA,"",NA
"180205_Smp_L1C32DCMless20m_C","Lipoic Acid",NA,NA,NA,"#N/A",NA,"HILICNeg",NA,NA,NA,NA,NA,"",NA
"180205_Smp_L1C33DCM_A","Lipoic Acid",0.73,64677,0,"57343",3.3,"HILICNeg",NA,NA,NA,NA,NA,"",64677
"180205_Smp_L1C33DCM_B","Lipoic Acid",0.07,47052,0,"30508",3.8,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",47052
"180205_Smp_L1C33DCM_C","Lipoic Acid",NA,NA,NA,"#N/A",NA,"HILICNeg",NA,NA,NA,NA,NA,"",NA
"180205_Smp_L1C33DCMplus10m_A","Lipoic Acid",0.09,157193,0,"80510",2.2,"HILICNeg",NA,NA,NA,NA,NA,"",157193
"180205_Smp_L1C33DCMplus10m_B","Lipoic Acid",18.62,57127,0,"54170",0.3,"HILICNeg",NA,NA,NA,NA,NA,"",57127
"180205_Smp_L1C33DCMplus10m_C","Lipoic Acid",6.13,42990,0,"35596",-1.2,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",42990
"180205_Smp_L1C33DCMplus20m_A","Lipoic Acid",0.09,59184,0,"32500",1.5,"HILICNeg",NA,NA,NA,NA,NA,"",59184
"180205_Smp_L1C33DCMplus20m_B","Lipoic Acid",12.27,42588,0,"46276",2.9,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",42588
"180205_Smp_L1C33DCMplus20m_C","Lipoic Acid",NA,NA,NA,"#N/A",NA,"HILICNeg",NA,NA,NA,NA,NA,"",NA
"180205_Smp_L2C1DCMless10m_A","Lipoic Acid",0.09,113530,0,"62776",6.1,"HILICNeg",NA,NA,NA,NA,NA,"",113530
"180205_Smp_L2C1DCMless10m_B","Lipoic Acid",6.9,50941,0,"52680",-0.4,"HILICNeg",NA,NA,NA,NA,NA,"",50941
"180205_Smp_L2C1DCMless10m_C","Lipoic Acid",NA,NA,NA,"#N/A",NA,"HILICNeg",NA,NA,NA,NA,NA,"",NA
"180205_Smp_L2C1DCMless20m_A","Lipoic Acid",0.09,29595,0,"21446",1,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",29595
"180205_Smp_L2C1DCMless20m_B","Lipoic Acid",18.68,44456,0,"46425",0.2,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",44456
"180205_Smp_L2C1DCMless20m_C","Lipoic Acid",11.69,36807,0,"22350",1.8,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",36807
"180205_Smp_L2C2DCM_A","Lipoic Acid",1.02,42285,0,"28159",2.1,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",42285
"180205_Smp_L2C2DCM_B","Lipoic Acid",10.83,8842,0,"5890",0.2,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",8842
"180205_Smp_L2C2DCM_C","Lipoic Acid",11.11,11135,0,"7685",-1,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",11135
"180205_Smp_L2C2DCMplus10m_A","Lipoic Acid",17.14,67158,0,"65724",-2.1,"HILICNeg",NA,NA,NA,NA,NA,"",67158
"180205_Smp_L2C2DCMplus10m_B","Lipoic Acid",0.21,187097,0,"48218",2.6,"HILICNeg",NA,NA,NA,NA,NA,"",187097
"180205_Smp_L2C2DCMplus10m_C","Lipoic Acid",0.11,105713,0,"76962",1.8,"HILICNeg",NA,NA,NA,NA,NA,"",105713
"180205_Smp_L2C2DCMplus20m_A","Lipoic Acid",18.96,45272,0,"42463",-4.9,"HILICNeg",NA,NA,NA,NA,"blank.Flag","blank.Flag",45272
